movie_id,primary_title,start_year,runtime_minutes,genres,averagerating,numvotes,aka_title,region,language,log_numVotes,runtime_winsorized,tmdb_match,Unnamed: 0,genre_ids,id_numbers,original_language,original_title,popularity,title,vote_average,vote_count,release_year,log_popularity,combined_score,movie_name_match,id_imdb/tmdb,release_date,movie,production_budget,domestic_gross,worldwide_gross,production_budget_num,domestic_gross_num,worldwide_gross_num,domestic_ratio,worldwide_ratio,profit_num,roi_num,domestic_pct
tt1375666,Inception,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066.0,A Origem,BR,Unknown,14.425855852817527,148.0,Inception,4,"[28, 878, 12]",27205,en,Inception,27.92,Inception,8.3,22186,2010,3.364533397290564,18042.8188,Inception,38,2010-07-16,Inception,"$160,000,000","$292,576,195","$835,524,642",160000000.0,292576195.0,835524642.0,1.82860121875,5.2220290125,675524642.0,4.2220290125,35.01706356615153
tt1345836,The Dark Knight Rises,2012,164.0,"Action,Thriller",8.4,1387769.0,A sötét lovag: Felemelkedés,HU,Unknown,14.143208700266248,164.0,The Dark Knight Rises,5182,"[28, 80, 18, 53]",49026,en,The Dark Knight Rises,26.22,The Dark Knight Rises,7.7,13933,2012,3.30395199722332,12730.1006,The Dark Knight Rises,11,2012-07-20,The Dark Knight Rises,"$275,000,000","$448,139,099","$1,084,439,099",275000000.0,448139099.0,1084439099.0,1.6295967236363635,3.9434149054545458,809439099.0,2.9434149054545453,41.3245058586734
tt0816692,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,Bein kokhavim,IL,he,14.077363153089792,166.0,Interstellar,11032,"[12, 18, 878]",157336,en,Interstellar,28.44,Interstellar,8.2,18597,2014,3.3823542938606757,12699.2264,Interstellar,32,2014-11-05,Interstellar,"$165,000,000","$188,017,894","$666,379,375",165000000.0,188017894.0,666379375.0,1.1395023878787878,4.038662878787878,501379375.0,3.038662878787879,28.214842933876817
tt1853728,Django Unchained,2012,165.0,"Drama,Western",8.4,1211405.0,Django,PL,Unknown,14.007292226463722,165.0,Django Unchained,5189,"[18, 37]",68718,en,Django Unchained,21.26,Django Unchained,8.0,15725,2012,3.102791345847399,11433.802,Django Unchained,69,2012-12-25,Django Unchained,"$100,000,000","$162,805,434","$449,948,323",100000000.0,162805434.0,449948323.0,1.62805434,4.49948323,349948323.0,3.49948323,36.18314052478422
tt0848228,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",8.1,1183655.0,Angaarey Bane Sholey,IN,hi,13.984118511670468,143.0,The Avengers,5179,"[878, 28, 12]",24428,en,The Avengers,50.289,The Avengers,7.6,19673,2012,3.93747630423314,11082.7535,The Avengers,27,2012-05-04,The Avengers,"$225,000,000","$623,279,547","$1,517,935,897",225000000.0,623279547.0,1517935897.0,2.77013132,6.746381764444444,1292935897.0,5.746381764444444,41.06099264348579
tt0848228,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",8.1,1183655.0,Angaarey Bane Sholey,IN,hi,13.984118511670468,143.0,The Avengers,5179,"[878, 28, 12]",24428,en,The Avengers,50.289,The Avengers,7.6,19673,2012,3.93747630423314,11082.7535,The Avengers,35,1998-08-14,The Avengers,"$60,000,000","$23,385,416","$48,585,416",60000000.0,23385416.0,48585416.0,0.3897569333333333,0.8097569333333333,-11414584.0,-0.1902430666666666,48.13258365432129
tt0993846,The Wolf of Wall Street,2013,180.0,"Biography,Crime,Drama",8.2,1035358.0,A Wall Street farkasa,HU,Unknown,13.850258784442998,166.0,The Wolf of Wall Street,7883,"[80, 18, 35]",106646,en,The Wolf of Wall Street,29.518,The Wolf of Wall Street,7.9,12411,2013,3.418316673469544,9470.404599999998,The Wolf of Wall Street,76,2013-12-25,The Wolf of Wall Street,"$100,000,000","$116,900,694","$389,870,414",100000000.0,116900694.0,389870414.0,1.16900694,3.89870414,289870414.0,2.89870414,29.9844999266859
tt1130884,Shutter Island,2010,138.0,"Mystery,Thriller",8.1,1005960.0,Ashecliffe,US,Unknown,13.82145386149472,138.0,Shutter Island,19,"[18, 53, 9648]",11324,en,Shutter Island,18.06,Shutter Island,8.1,12625,2010,2.947591898226056,9170.901,Shutter Island,52,2010-02-19,Shutter Island,"$80,000,000","$128,012,934","$299,461,782",80000000.0,128012934.0,299461782.0,1.600161675,3.743272275,219461782.0,2.743272275,42.747669884633225
tt2015381,Guardians of the Galaxy,2014,121.0,"Action,Adventure,Comedy",8.1,948394.0,A galaxis őrzői,HU,Unknown,13.762526361122376,121.0,Guardians of the Galaxy,11021,"[28, 878, 12]",118340,en,Guardians of the Galaxy,49.606,Guardians of the Galaxy,7.9,17958,2014,3.924070146338813,9100.6734,Guardians of the Galaxy,14,2014-08-01,Guardians of the Galaxy,"$170,000,000","$333,172,112","$770,867,516",170000000.0,333172112.0,770867516.0,1.9598359529411764,4.5345148,600867516.0,3.5345148,43.220411430594
tt1431045,Deadpool,2016,108.0,"Action,Adventure,Comedy",8.0,820847.0,Deadpool,Unknown,Unknown,13.618093231220945,108.0,Deadpool,17383,"[28, 12, 35]",293660,en,Deadpool,35.067,Deadpool,7.6,20175,2016,3.5853783198457405,8100.076,Deadpool,56,2016-02-12,Deadpool,"$58,000,000","$363,070,709","$801,025,593",58000000.0,363070709.0,801025593.0,6.259839810344827,13.810786086206896,743025593.0,12.810786086206896,45.325731433901886
tt1392190,Mad Max: Fury Road,2015,120.0,"Action,Adventure,Sci-Fi",8.1,780910.0,Mad Max 4,AU,Unknown,13.568216465862225,120.0,Mad Max: Fury Road,14177,"[28, 12, 878]",76341,en,Mad Max: Fury Road,28.099,Mad Max: Fury Road,7.4,14454,2015,3.3707038093258137,7394.967000000001,Mad Max: Fury Road,75,2015-05-15,Mad Max: Fury Road,"$150,000,000","$153,636,354","$370,098,020",150000000.0,153636354.0,370098020.0,1.02424236,2.467320133333333,220098020.0,1.4673201333333334,41.512341514283165
tt2267998,Gone Girl,2014,149.0,"Drama,Mystery,Thriller",8.1,761592.0,Co Gai Mat Tich,VN,Unknown,13.543167571240582,149.0,Gone Girl,11027,"[9648, 53, 18]",210577,en,Gone Girl,31.215,Gone Girl,7.9,10459,2014,3.4724321825906057,6995.1562,Gone Girl,36,2014-10-03,Gone Girl,"$61,000,000","$167,767,189","$368,567,189",61000000.0,167767189.0,368567189.0,2.750281786885246,6.042085065573771,307567189.0,5.042085065573771,45.518753162805275
tt4154756,Avengers: Infinity War,2018,149.0,"Action,Adventure,Sci-Fi",8.5,670926.0,Atriebeji: Bezgalibas kars,LV,Unknown,13.41641561718895,149.0,Avengers: Infinity War,23811,"[12, 28, 14]",299536,en,Avengers: Infinity War,80.773,Avengers: Infinity War,8.3,13948,2018,4.40394711577287,6860.555,Avengers: Infinity War,7,2018-04-27,Avengers: Infinity War,"$300,000,000","$678,815,482","$2,048,134,200",300000000.0,678815482.0,2048134200.0,2.2627182733333333,6.827114,1748134200.0,5.827114,33.143115426713734
tt1392170,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi",7.2,795227.0,Agones peinas,GR,Unknown,13.586384144972206,142.0,The Hunger Games,5235,"[878, 12, 14]",70160,en,The Hunger Games,14.212,The Hunger Games,7.1,14587,2012,2.722084590066013,6761.3114000000005,The Hunger Games,38,2012-03-23,The Hunger Games,"$80,000,000","$408,010,692","$677,923,379",80000000.0,408010692.0,677923379.0,5.10013365,8.4740422375,597923379.0,7.4740422375,60.185369709753
tt1675434,The Intouchables,2011,112.0,"Biography,Comedy,Drama",8.5,677343.0,1 + 1,EE,Unknown,13.425934546919898,112.0,The Intouchables,2511,"[18, 35]",77338,fr,Intouchables,15.013,The Intouchables,8.2,9940,2011,2.7734008923403395,6572.4955,Les Intouchables,18,2012-05-25,Les Intouchables,"$10,800,000","$13,182,281","$484,873,045",10800000.0,13182281.0,484873045.0,1.220581574074074,44.89565231481482,474073045.0,43.89565231481482,2.7187077392598717
tt0903624,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy",7.9,719629.0,A hobbit: Váratlan utazás,HU,Unknown,13.4864924700172,166.0,The Hobbit: An Unexpected Journey,5180,"[12, 14, 28]",49051,en,The Hobbit: An Unexpected Journey,26.939,The Hobbit: An Unexpected Journey,7.2,12076,2012,3.3300235622076304,6554.5411,The Hobbit: An Unexpected Journey,19,2012-12-14,The Hobbit: An Unexpected Journey,"$250,000,000","$303,003,568","$1,017,003,568",250000000.0,303003568.0,1017003568.0,1.212014272,4.068014272,767003568.0,3.068014272,29.793756633113404
tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011,130.0,"Adventure,Drama,Fantasy",8.1,691835.0,Haeri Poteowa jugeumui seongmul - 2bu,KR,Unknown,13.447104212292585,130.0,Harry Potter and the Deathly Hallows: Part 2,2471,"[10751, 14, 12]",12445,en,Harry Potter and the Deathly Hallows: Part 2,29.206,Harry Potter and the Deathly Hallows: Part 2,8.1,11567,2011,3.40804058014415,6540.7905,Harry Potter and the Deathly Hallows: Part I,64,2010-11-19,Harry Potter and the Deathly Hallows: Part I,"$125,000,000","$296,131,568","$960,431,568",125000000.0,296131568.0,960431568.0,2.369052544,7.683452544,835431568.0,6.683452544,30.83317727848779
tt3659388,The Martian,2015,144.0,"Adventure,Drama,Sci-Fi",8.0,680116.0,Der Marsianer - Rettet Mark Watney,DE,Unknown,13.430020121175398,144.0,The Martian,14188,"[18, 12, 878]",286217,en,The Martian,22.856,The Martian,7.7,12172,2015,3.172035758022383,6378.1720000000005,The Martian,46,2015-10-02,The Martian,"$108,000,000","$228,433,663","$655,271,443",108000000.0,228433663.0,655271443.0,2.1151265092592593,6.067328175925926,547271443.0,5.067328175925926,34.8609214456489
tt0435761,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218.0,3,US,Unknown,13.433105999648916,103.0,Toy Story 3,7,"[16, 10751, 35]",10193,en,Toy Story 3,24.445,Toy Story 3,7.7,8340,2010,3.236519260040796,6304.589400000001,Toy Story 3,47,2010-06-18,Toy Story 3,"$200,000,000","$415,004,880","$1,068,879,522",200000000.0,415004880.0,1068879522.0,2.0750244,5.34439761,868879522.0,4.34439761,38.826160615695656
tt1454468,Gravity,2013,91.0,"Drama,Sci-Fi,Thriller",7.7,710018.0,Cuoc Chien Khong Trong Luc,VN,Unknown,13.47304700922282,91.0,Gravity,7884,"[878, 53, 18]",49047,en,Gravity,27.836,Gravity,7.2,9586,2013,3.3616246065423323,6157.3306,Gravity,16,2013-10-04,Gravity,"$110,000,000","$274,092,705","$693,698,673",110000000.0,274092705.0,693698673.0,2.4917518636363636,6.306351572727273,583698673.0,5.306351572727273,39.51178165220448
tt1843866,Captain America: The Winter Soldier,2014,136.0,"Action,Adventure,Sci-Fi",7.8,666252.0,Amerika kapitány: A tél katonája,HU,Unknown,13.409424757266311,136.0,Captain America: The Winter Soldier,11063,"[28, 12, 878]",100402,en,Captain America: The Winter Soldier,18.073,Captain America: The Winter Soldier,7.7,11034,2014,2.9482737223942896,6046.3836,Captain America: The Winter Soldier,16,2014-04-04,Captain America: The Winter Soldier,"$170,000,000","$259,746,958","$714,401,889",170000000.0,259746958.0,714401889.0,1.5279232823529412,4.202364052941176,544401889.0,3.2023640529411765,36.358660580193394
tt1300854,Iron Man 3,2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794.0,Caged Heat,US,Unknown,13.44848941911425,130.0,Iron Man 3,7881,"[28, 12, 878]",68721,en,Iron Man 3,32.093,Iron Man 3,6.9,14155,2013,3.499321779655354,5964.8117999999995,Iron Man 3,48,2013-05-03,Iron Man 3,"$200,000,000","$408,992,272","$1,215,392,272",200000000.0,408992272.0,1215392272.0,2.04496136,6.07696136,1015392272.0,5.07696136,33.651050892974574
tt2582802,Whiplash,2014,106.0,"Drama,Music",8.5,616916.0,Atkirtis,LT,Unknown,13.33248977195858,106.0,Whiplash,11031,"[18, 10402]",244786,en,Whiplash,28.784,Whiplash,8.4,7908,2014,3.3939713365704156,5908.058,Whiplash,43,2014-10-10,Whiplash,"$3,300,000","$13,092,006","$38,969,037",3300000.0,13092006.0,38969037.0,3.9672745454545457,11.80879909090909,35669037.0,10.80879909090909,33.59591872901555
tt2395427,Avengers: Age of Ultron,2015,141.0,"Action,Adventure,Sci-Fi",7.3,665594.0,After Party,US,Unknown,13.40843665644169,141.0,Avengers: Age of Ultron,14169,"[28, 12, 878]",99861,en,Avengers: Age of Ultron,44.383,Avengers: Age of Ultron,7.3,13457,2015,3.815137585584435,5841.1972,Avengers: Age of Ultron,4,2015-05-01,Avengers: Age of Ultron,"$330,600,000","$459,005,868","$1,403,013,963",330600000.0,459005868.0,1403013963.0,1.388402504537205,4.243841388384755,1072413963.0,3.2438413883847548,32.71570206033652
tt0947798,Black Swan,2010,108.0,"Drama,Thriller",8.0,648854.0,Barbur shahor,IL,he,13.382964550076968,108.0,Black Swan,47,"[18, 53]",44214,en,Black Swan,13.745,Black Swan,7.6,8374,2010,2.6909040422672397,5827.256,Black Swan,46,2010-12-03,Black Swan,"$13,000,000","$106,954,678","$331,266,710",13000000.0,106954678.0,331266710.0,8.227282923076922,25.482054615384616,318266710.0,24.482054615384616,32.286575973782575
tt2084970,The Imitation Game,2014,114.0,"Biography,Drama,Thriller",8.0,620834.0,Desxifrant l'Enigma,ES,ca,13.338820625127896,114.0,The Imitation Game,11026,"[36, 18, 53, 10752]",205596,en,The Imitation Game,33.078,The Imitation Game,8.1,10396,2014,3.5286520147930474,5808.748,The Imitation Game,6,2014-11-28,The Imitation Game,"$15,000,000","$91,125,143","$227,740,463",15000000.0,91125143.0,227740463.0,6.075009533333334,15.182697533333334,212740463.0,14.182697533333334,40.01271526351468
tt1663202,The Revenant,2015,156.0,"Action,Adventure,Biography",8.0,621193.0,A visszatérő,HU,Unknown,13.339398711484977,156.0,The Revenant,14203,"[37, 18, 12]",281957,en,The Revenant,19.41,The Revenant,7.4,11064,2015,3.0160249768217535,5788.28,The Revenant,27,2015-12-25,The Revenant,"$135,000,000","$183,637,894","$532,938,302",135000000.0,183637894.0,532938302.0,1.3602806962962963,3.947691125925926,397938302.0,2.947691125925926,34.45762732962661
tt2278388,The Grand Budapest Hotel,2014,99.0,"Adventure,Comedy,Crime",8.1,633604.0,A Grand Budapest Hotel,HU,Unknown,13.359181010865358,99.0,The Grand Budapest Hotel,11061,"[35, 18]",120467,en,The Grand Budapest Hotel,18.31,The Grand Budapest Hotel,8.0,8091,2014,2.960623096440423,5779.472399999999,The Grand Budapest Hotel,27,2014-03-07,The Grand Budapest Hotel,"$31,000,000","$59,076,019","$163,981,261",31000000.0,59076019.0,163981261.0,1.9056780322580644,5.289718096774194,132981261.0,4.289718096774194,36.026079223771795
tt1877832,X-Men: Days of Future Past,2014,132.0,"Action,Adventure,Sci-Fi",8.0,620079.0,Iksmenai: Praejusios ateities dienos,LT,Unknown,13.337603780955392,132.0,X-Men: Days of Future Past,11022,"[28, 12, 14, 878]",127585,en,X-Men: Days of Future Past,41.867,X-Men: Days of Future Past,7.5,10062,2014,3.758102299154942,5715.281999999999,X-Men: Days of Future Past,55,2014-05-23,X-Men: Days of Future Past,"$200,000,000","$233,921,534","$747,862,775",200000000.0,233921534.0,747862775.0,1.16960767,3.739313875,547862775.0,2.739313875,31.278670609056583
tt0800369,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264.0,Manhattan,US,Unknown,13.434638057446149,115.0,Thor,2468,"[12, 14, 28]",10195,en,Thor,38.068,Thor,6.7,12764,2011,3.6653037175852305,5638.036,Thor,70,2011-05-06,Thor,"$150,000,000","$181,030,624","$449,326,618",150000000.0,181030624.0,449326618.0,1.2068708266666666,2.995510786666667,299326618.0,1.9955107866666664,40.289316668081305
tt3498820,Captain America: Civil War,2016,147.0,"Action,Adventure,Sci-Fi",7.8,583507.0,Amerika kapitány: Polgárháború,HU,Unknown,13.276813440983227,147.0,Captain America: Civil War,17382,"[12, 28, 878]",271110,en,Captain America: Civil War,39.137,Captain America: Civil War,7.4,14000,2016,3.692298602159592,5587.3546,Captain America: Civil War,17,2016-05-06,Captain America: Civil War,"$250,000,000","$408,084,349","$1,140,069,413",250000000.0,408084349.0,1140069413.0,1.632337396,4.560277652,890069413.0,3.560277652,35.7946932306656
tt0892769,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",8.1,611299.0,Ako si vycvičiť draka,SK,Unknown,13.323343116016815,98.0,How to Train Your Dragon,1,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,28.734,How to Train Your Dragon,7.7,7610,2010,3.3922911721911593,5537.4919,How to Train Your Dragon,30,2010-03-26,How to Train Your Dragon,"$165,000,000","$217,581,232","$494,870,992",165000000.0,217581232.0,494870992.0,1.3186741333333334,2.999218133333333,329870992.0,1.9992181333333336,43.96726329030819
tt3315342,Logan,2017,137.0,"Action,Drama,Sci-Fi",8.1,560270.0,Logan,Unknown,Unknown,13.236175874227092,137.0,Logan,20620,"[28, 18, 878]",263115,en,Logan,45.0,Logan,7.8,12330,2017,3.828641396489095,5499.927,Logan,59,2017-03-03,Logan,"$127,000,000","$226,277,068","$615,461,394",127000000.0,226277068.0,615461394.0,1.7817091968503938,4.846152708661418,488461394.0,3.846152708661417,36.765436501123574
tt0458339,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137.0,Amerika kapitány: Az elsö bosszúálló,HU,Unknown,13.41225001800901,124.0,Captain America: The First Avenger,2474,"[28, 12, 878]",1771,en,Captain America: The First Avenger,25.808,Captain America: The First Avenger,6.9,12810,2011,3.2887003504350094,5494.0353000000005,Captain America: The First Avenger,10,2011-07-22,Captain America: The First Avenger,"$140,000,000","$176,654,505","$370,569,776",140000000.0,176654505.0,370569776.0,1.2618178928571429,2.6469269714285715,230569776.0,1.6469269714285717,47.67105048523979
tt1228705,Iron Man 2,2010,124.0,"Action,Adventure,Sci-Fi",7.0,657690.0,Aian Man 2,JP,Unknown,13.396490495145336,124.0,Iron Man 2,2,"[12, 28, 878]",10138,en,Iron Man 2,28.515,Iron Man 2,6.8,12368,2010,3.384898608692653,5444.853999999999,Iron Man 2,15,2010-05-07,Iron Man 2,"$170,000,000","$312,433,331","$621,156,389",170000000.0,312433331.0,621156389.0,1.8378431235294117,3.653861111764706,451156389.0,2.653861111764706,50.29865852349785
tt2096673,Inside Out,2015,95.0,"Adventure,Animation,Comedy",8.2,536181.0,Agymanók,HU,Unknown,13.19222893465693,95.0,Inside Out,14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,Inside Out,8.0,12691,2015,3.250258206096869,5411.964199999999,Inside Out,98,2015-06-19,Inside Out,"$175,000,000","$356,461,711","$854,235,992",175000000.0,356461711.0,854235992.0,2.036924062857143,4.8813485257142855,679235992.0,3.881348525714286,41.72871599163431
tt1074638,Skyfall,2012,143.0,"Action,Adventure,Thriller",7.8,592221.0,007 - Operação Skyfall,BR,Unknown,13.291636843571217,143.0,Skyfall,5193,"[28, 12, 53]",37724,en,Skyfall,19.27,Skyfall,7.1,10441,2012,3.0091419604639085,5360.6348,Skyfall,52,2012-11-08,Skyfall,"$200,000,000","$304,360,277","$1,110,526,981",200000000.0,304360277.0,1110526981.0,1.521801385,5.552634905,910526981.0,4.552634905,27.406833170854767
tt1045658,Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance",7.7,621018.0,Du gör mig galen!,SE,Unknown,13.339116956260778,122.0,Silver Linings Playbook,5218,"[18, 35, 10749]",82693,en,Silver Linings Playbook,15.351,Silver Linings Playbook,7.1,7636,2012,2.7942890575524495,5323.994600000001,Silver Linings Playbook,59,2012-11-16,Silver Linings Playbook,"$21,000,000","$132,092,958","$236,412,453",21000000.0,132092958.0,236412453.0,6.290140857142857,11.257735857142857,215412453.0,10.257735857142857,55.87394247797937
tt1270798,X-Men: First Class,2011,131.0,"Action,Adventure,Sci-Fi",7.7,608930.0,Di Nhan: The He Dau,VN,Unknown,13.319460239780437,131.0,X-Men: First Class,3672,"[28, 878, 12]",49538,en,X-Men: First Class,1.447,X-Men: First Class,7.2,8211,2011,0.8948627844605347,5279.953,X-Men: First Class,42,2011-06-03,X-Men: First Class,"$160,000,000","$146,408,305","$355,408,305",160000000.0,146408305.0,355408305.0,0.91505190625,2.22130190625,195408305.0,1.22130190625,41.19439611857128
tt0770828,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288.0,Adamiani p'oladis,GE,Unknown,13.380548150723213,143.0,Man of Steel,7885,"[28, 12, 14, 878]",49521,en,Man of Steel,27.667,Man of Steel,6.5,9758,2013,3.3557466354247714,5230.014799999999,Man of Steel,29,2013-06-14,Man of Steel,"$225,000,000","$291,045,518","$667,999,518",225000000.0,291045518.0,667999518.0,1.2935356355555556,2.968886746666666,442999518.0,1.9688867466666664,43.56971976138462
tt2024544,12 Years a Slave,2013,134.0,"Biography,Drama,History",8.1,577301.0,12 Anos Escravo,PT,Unknown,13.26612080544628,134.0,12 Years a Slave,7911,"[18, 36]",76203,en,12 Years a Slave,16.493,12 Years a Slave,7.9,6631,2013,2.8618008009081284,5199.987099999999,12 Years a Slave,18,2013-10-18,12 Years a Slave,"$20,000,000","$56,671,993","$181,025,343",20000000.0,56671993.0,181025343.0,2.83359965,9.05126715,161025343.0,8.05126715,31.30610999588052
tt1951264,The Hunger Games: Catching Fire,2013,146.0,"Action,Adventure,Sci-Fi",7.5,575455.0,Az éhezők viadala: Futótűz,HU,Unknown,13.262918048964924,146.0,The Hunger Games: Catching Fire,7893,"[12, 28, 878]",101299,en,The Hunger Games: Catching Fire,20.187,The Hunger Games: Catching Fire,7.4,11170,2013,3.0533877860421534,5142.4925,The Hunger Games: Catching Fire,38,2013-11-22,The Hunger Games: Catching Fire,"$130,000,000","$424,668,047","$864,868,047",130000000.0,424668047.0,864868047.0,3.2666772846153846,6.652831130769231,734868047.0,5.652831130769231,49.102062271009075
tt1504320,The King's Speech,2010,118.0,"Biography,Drama,History",8.0,593629.0,A király beszéde,HU,Unknown,13.294011508641807,118.0,The King's Speech,25,"[18, 36]",45269,en,The King's Speech,16.798,The King's Speech,7.7,5013,2010,2.8790860914346705,5135.033,The Kingâs Speech,97,2010-11-26,The Kingâs Speech,"$15,000,000","$138,797,449","$430,821,168",15000000.0,138797449.0,430821168.0,9.253163266666666,28.7214112,415821168.0,27.7214112,32.216952023118786
tt1170358,The Hobbit: The Desolation of Smaug,2013,161.0,"Adventure,Fantasy",7.8,565563.0,A hobbit: Smaug pusztasága,HU,Unknown,13.245578742316738,161.0,The Hobbit: The Desolation of Smaug,7890,"[12, 14, 28]",57158,en,The Hobbit: The Desolation of Smaug,21.275,The Hobbit: The Desolation of Smaug,7.6,7739,2013,3.103464973356873,4999.555399999999,The Hobbit: The Desolation of Smaug,21,2013-12-13,The Hobbit: The Desolation of Smaug,"$250,000,000","$258,366,855","$960,366,855",250000000.0,258366855.0,960366855.0,1.03346742,3.84146742,710366855.0,2.84146742,26.90293335873196
tt2802144,Kingsman: The Secret Service,2014,129.0,"Action,Adventure,Comedy",7.7,544510.0,Kingsman,XWW,en,13.207643423171296,129.0,Kingsman: The Secret Service,11037,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,Kingsman: The Secret Service,7.6,10287,2015,3.299644422865751,4974.539,Kingsman: The Secret Service,29,2015-02-13,Kingsman: The Secret Service,"$94,000,000","$128,261,724","$404,561,724",94000000.0,128261724.0,404561724.0,1.364486425531915,4.303848127659575,310561724.0,3.3038481276595744,31.70387023563307
tt1631867,Edge of Tomorrow,2014,113.0,"Action,Sci-Fi",7.9,546284.0,A holnap határa,HU,Unknown,13.21089609656588,113.0,Edge of Tomorrow,11051,"[28, 878]",137113,en,Edge of Tomorrow,19.753,Edge of Tomorrow,7.6,8047,2014,3.032690814539523,4927.2156,Edge of Tomorrow,95,2014-06-06,Edge of Tomorrow,"$178,000,000","$100,206,256","$370,541,256",178000000.0,100206256.0,370541256.0,0.5629564943820224,2.081692449438202,192541256.0,1.0816924494382023,27.04321162013873
tt0454876,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836.0,A Vida de Pi,PT,Unknown,13.191585289326184,127.0,Life of Pi,5223,"[12, 18, 28]",87827,en,Life of Pi,15.0,Life of Pi,7.3,8723,2012,2.772588722239781,4869.883400000001,Life of Pi,88,2012-11-21,Life of Pi,"$120,000,000","$124,987,022","$620,912,003",120000000.0,124987022.0,620912003.0,1.0415585166666668,5.174266691666666,500912003.0,4.174266691666666,20.129587026198944
tt2543164,Arrival,2016,116.0,"Drama,Mystery,Sci-Fi",7.9,515483.0,A Chegada,BR,Unknown,13.152861544130117,116.0,Arrival,17394,"[18, 878, 9648]",329865,en,Arrival,25.442,Arrival,7.4,10387,2016,3.274953655087905,4840.9537,Arrival,34,2016-11-11,Arrival,"$47,000,000","$100,546,139","$203,127,894",47000000.0,100546139.0,203127894.0,2.139279553191489,4.321870085106383,156127894.0,3.321870085106383,49.498932431210065
tt1285016,The Social Network,2010,120.0,"Biography,Drama",7.7,568578.0,A Rede Social,BR,Unknown,13.250895544699556,120.0,The Social Network,29,[18],37799,en,The Social Network,15.889,The Social Network,7.2,6116,2010,2.826662522435784,4818.4026,The Social Network,91,2010-10-01,The Social Network,"$40,000,000","$96,962,694","$224,922,135",40000000.0,96962694.0,224922135.0,2.42406735,5.623053375,184922135.0,4.623053375,43.10944941012587
tt1211837,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy",7.5,514510.0,Daktaras Streindžas,LT,Unknown,13.150972214008256,115.0,Doctor Strange,17384,"[28, 12, 14, 878]",284052,en,Doctor Strange,33.035,Doctor Strange,7.3,12582,2016,3.5273894068999145,4777.311,Doctor Strange,28,2016-11-04,Doctor Strange,"$165,000,000","$232,641,920","$676,404,566",165000000.0,232641920.0,676404566.0,1.4099510303030305,4.099421612121212,511404566.0,3.099421612121212,34.39390147463907
tt1670345,Now You See Me,2013,115.0,"Crime,Mystery,Thriller",7.3,553156.0,Ahora me ves...,ES,Unknown,13.223397146178248,115.0,Now You See Me,7909,"[53, 80]",75656,en,Now You See Me,16.646,Now You See Me,7.4,9871,2013,2.870509128799913,4768.4928,Now You See Me,41,2013-05-31,Now You See Me,"$75,000,000","$117,723,989","$342,769,200",75000000.0,117723989.0,342769200.0,1.5696531866666668,4.570256,267769200.0,3.570256,34.344972943893445
tt1392214,Prisoners,2013,153.0,"Crime,Drama,Mystery",8.1,526273.0,Asirim,IL,he,13.173577268639532,153.0,Prisoners,7938,"[18, 53, 80]",146233,en,Prisoners,14.358,Prisoners,8.0,5785,2013,2.731636510908352,4725.6113,Prisoners,48,2013-09-20,Prisoners,"$46,000,000","$61,002,302","$113,402,302",46000000.0,61002302.0,113402302.0,1.326137,2.465267434782609,67402302.0,1.465267434782609,53.792825122721055
tt0369610,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",7.0,539338.0,Ebb Tide,US,Unknown,13.198099594675783,124.0,Jurassic World,14193,"[28, 12, 878, 53]",135397,en,Jurassic World,20.709,Jurassic World,6.6,14056,2015,3.0777269211066183,4703.062,Jurassic World,34,2015-06-12,Jurassic World,"$215,000,000","$652,270,625","$1,648,854,864",215000000.0,652270625.0,1648854864.0,3.0338168604651163,7.669092390697674,1433854864.0,6.669092390697674,39.559007844852985
